Número registre,Nom establiment,Codi tipus establiment,Tipus establiment,Codi establiment pare,Titular,Telèfon,Codi tipus de via,Tipus de via,Nom de la via,Número de la via,Quilòmetre,Bloc,Portal,Escala,Pis,Porta,Codi postal,Codi municipi,Municipi,Article municipi,Codi comarca,Comarca,Codi província,Província,Codi ABS,ABS,Codi sector sanitari,Sector sanitari,Codi regió sanitària,Regió sanitària,Longitud,Latitud,Georeferència
P43753903,FARMÀCIA PELEGRI MATEU,P,Ortopèdia,F43747515,M. Antònia Pelegrí Mateu,977009688,CR,CARRER,Margalló,13,,,,,,,43700,43163,EL VENDRELL,,12,BAIX PENEDES,43,TARRAGONA,013,El Vendrell,6258,Tarragonès - Baix Penedès,62,Camp de Tarragona,,,
A08556302,FONOCLINIC CENTRE DE L'AUDICIÓ,A,Audiopròtesi,,"Fonoclinic, SCP",,CR,CARRER,JOVELLANOS,56,,,,,,,08201,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,190,Sabadell - 1A,7844,Vallès Occidental Est,78,Barcelona,2.104905692,41.549081574,POINT (2.104905692 41.549081574)
V08519068,ÒPTICA ESTRANY,V,Òptica,,Anna Ma Estrany Delsors,,VI,VIA,LAIETANA,50,,,,,,,08003,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,017,Barcelona - 01B,7846,Barcelona Ciutat Vella,78,Barcelona,2.174919089,41.386999814,POINT (2.174919089 41.386999814)
F08003393,"BERNAL BORONAT, CARLOTA",F,Farmàcia,,"BERNAL BORONAT, CARLOTA",932187767,CR,CARRER,PLANETA,39,,,,,,,08012,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,048,Barcelona - 06B,7852,Barcelona Gràcia,78,Barcelona,2.15681836,41.401986911,POINT (2.15681836 41.401986911)
V08511460,ÒPTICA RIBERA,V,Òptica,,"Tallant Abellán, Eva",938696600,CR,CARRER,GONZALEZ SOLESIO,35,,,,,,,08260,08274,SÚRIA,,07,BAGES,08,BARCELONA,237,Súria,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.752475031,41.830358678,POINT (1.752475031 41.830358678)
A08756083,COTTET ÒPTICS,A,Audiopròtesi,,Pere Monros Casas,936898421,PL,PLAÇA,DE LA PLANA,8,,,,,,,08912,08015,BADALONA,,13,BARCELONES,08,BARCELONA,273,Badalona - 02,7867,Barcelonès Nord i Maresme,78,Barcelona,,,
A08558846,VISTAOPTICA,A,Audiopròtesi,,"B2B OPTICAL, SL",650837985,CR,CARRER,MARE DE DEU DE LES NEUS,10,,,,,,,08500,08298,VIC,,24,OSONA,08,BARCELONA,350,Vic - 1 Nord,6745,Osona,67,Catalunya Central,2.25372463,41.931108548,POINT (2.25372463 41.931108548)
V08713964,CIC SOL,V,Òptica,,Jordi Carbonell Mas,938892214,PL,PLAÇA,MAJOR,12,,,,,,,08500,08298,VIC,,24,OSONA,08,BARCELONA,350,Vic - 1 Nord,6745,Osona,67,Catalunya Central,2.253746461,41.930423289,POINT (2.253746461 41.930423289)
A25559938,GENERAL ÒPTICA,A,Audiopròtesi,,"GENERAL OPTICA, SA",636265560,CR,CARRER,MAJOR,26,,,,,,,25007,25120,LLEIDA,,33,SEGRIA,25,LLEIDA,135,Lleida - 1 Centre Històric - Rambla de Ferran,6156,Lleida,61,Lleida,0.625844219,41.614263101,POINT (0.625844219 41.614263101)
A08767141,GRANDAUDITION,A,Audiopròtesi,,ENRIC MEDINA PUJOL,933083202,CR,CARRER,SANTA TERESA,26,,,,,,,08302,08121,MATARÓ,,21,MARESME,08,BARCELONA,152,Mataró - 1,7867,Barcelonès Nord i Maresme,78,Barcelona,2.443569809,41.538194014,POINT (2.443569809 41.538194014)
F17002939,"PLANAS ARAGAY, MARIA",F,Farmàcia,,Maria Planas Aragay,972498186,CR,CARRER,DR. FLEMING,3,,,,,,,17482,17169,SANT JULIÀ DE RAMIS,,20,GIRONES,17,GIRONA,231,Sarrià de Ter,6462,Girona Sud,64,Girona,2.867827388,42.048579783,POINT (2.867827388 42.048579783)
F08001340,"RUIZ PLANAS, MONTSERRAT/RAFOLS RUIZ, ELENA",F,Farmàcia,,Sra. Montserrat Ruiz Planas,938980002,AV,AVINGUDA,CATALUNYA,66,,,,,,,08730,08251,SANTA MARGARIDA I ELS,,03,ALT PENEDES,08,BARCELONA,176,Penedès rural,7865,Alt Penedès - Garraf,78,Barcelona,1.66331586,41.321300037,POINT (1.66331586 41.321300037)
F08003160,"RUIZ SENTIS, MONTSERRAT",F,Farmàcia,,Montserrat Ruiz Sentis,933522909,CR,CARRER,SAGRERA,110,,,,,,,08027,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,065,Barcelona - 09A,7855,Barcelona Sant Andreu,78,Barcelona,2.19164953,41.420445029,POINT (2.19164953 41.420445029)
A17561214,ÒPTICA VAYREDA,A,Audiopròtesi,,Anna Vayreda Casdevall,972271544,CR,CARRER,SANT RAFAEL,26,,,,,,,17800,17114,OLOT,,19,GARROTXA,17,GIRONA,171,Olot,6461,Girona Nord,64,Girona,2.486942446,42.181470475,POINT (2.486942446 42.181470475)
R25000025,GUIMERA,R,Farmaciola,F25013264,,347047,CT,CARRETERA,VALLFOGONA,,,,,,,,25341,25109,GUIMERÀ,,38,URGELL,25,LLEIDA,245,Tàrrega,6156,Lleida,61,Lleida,1.185562842,41.563363633,POINT (1.185562842 41.563363633)
F08001100,"ROVIRA BERGER, LAIA",F,Farmàcia,,Laia Rovira i Berger,937750239,CR,CARRER,PAU CLARIS,3,,,,,,,08760,08114,MARTORELL,,11,BAIX LLOBREGAT,08,BARCELONA,149,Martorell,7831,Baix Llobregat Nord,78,Barcelona,1.924640185,41.474856307,POINT (1.924640185 41.474856307)
A08560122,COTTET ÒPTICS,A,Audiopròtesi,,SOCIEDAD ANÓNIMA COTTET,,CR,CARRER,GRAN DE SANT ANDREU,268,,,,,,,08030,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,395,Barcelona - 09H,7855,Barcelona Sant Andreu,78,Barcelona,2.18982987,41.435727278,POINT (2.18982987 41.435727278)
V08532975,LACORTSET,V,Òptica,,"Rovira i Martí, SLU",938926569,CR,CARRER,CORT,7,,,,,,,08720,08305,VILAFRANCA DEL PENEDÈ,,03,ALT PENEDES,08,BARCELONA,397,Vilafranca del Penedès - 1,7865,Alt Penedès - Garraf,78,Barcelona,1.69833615,41.346830244,POINT (1.69833615 41.346830244)
F08005224,"PEREZ SANCHEZ, M TERESA",F,Farmàcia,,Ma. Teresa Pérez Sánchez,933025482,CR,CARRER,ROIG I SOLER,5-7,,,,,,,08035,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,055,Barcelona - 07E,7853,Barcelona Horta - Guinardó,78,Barcelona,2.140371255,41.429827184,POINT (2.140371255 41.429827184)
A08559374,GAES,A,Audiopròtesi,,"AMPLIFON IBERICA, SAU",936820681,CR,CARRER,ESPORT,20,,,,,,,08740,08196,SANT ANDREU DE LA BARC,,11,BAIX LLOBREGAT,08,BARCELONA,201,Sant Andreu de la Barca,7831,Baix Llobregat Nord,78,Barcelona,1.968975348,41.44808597,POINT (1.968975348 41.44808597)
F43000402,"SANCHEZ FARRE, ANNA MARIA",F,Farmàcia,,"SANCHEZ FARRE, ANNA Mª",977860020,CR,CARRER,BATLLE DIONIS MESTRE,1,,,,,,,43400,43086,MONTBLANC,,16,CONCA DE BARBERA,43,TARRAGONA,162,Montblanc,6257,Alt Camp - Conca de Barberà,62,Camp de Tarragona,1.164723467,41.374662805,POINT (1.164723467 41.374662805)
F08006235,"TBER, FATIM-ZAHRA",F,Farmàcia,,Fatim-Zahra Tber,932097969,CR,CARRER,AVENIR,21,,,,,,,08006,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,042,Barcelona - 05A,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.148677126,41.396835843,POINT (2.148677126 41.396835843)
A08559840,GENERAL ÒPTICA,A,Audiopròtesi,,"GENERAL OPTICA, SA",935920115,AV,AVINGUDA,CATALUNYA,47,,,,,,,08290,08266,CERDANYOLA DEL VALLÈS,,40,VALLES OCCIDENTAL,08,BARCELONA,384,Cerdanyola - Ripollet,7844,Vallès Occidental Est,78,Barcelona,2.143810738,41.49318051,POINT (2.143810738 41.49318051)
V08553862,ÒPTICA GENER,V,Òptica,,M Teresa Gener Rumañà,938670654,CR,CARRER,SANT PERE,23,,,,,,,08470,08202,SANT CELONI,,41,VALLES ORIENTAL,08,BARCELONA,207,Sant Celoni,7842,Vallès Oriental,78,Barcelona,2.491166342,41.688924773,POINT (2.491166342 41.688924773)
V08527887,OPTICA PUJOL,V,Òptica,,"Torrecillas Hernández, Gemma",,CR,CARRER,MARTORELL,4,,,,,,,08630,08001,ABRERA,,11,BAIX LLOBREGAT,08,BARCELONA,370,Abrera,7831,Baix Llobregat Nord,78,Barcelona,1.898796224,41.519565393,POINT (1.898796224 41.519565393)
F08013257,"CASAS VERDES, CRISTINA",F,Farmàcia,,Cristina Casas Verdes,938030297,CR,CARRER,SOLEDAT,119,,,,,,,08700,08102,IGUALADA,,06,ANOIA,08,BARCELONA,371,Igualada - 1,6735,Anoia,67,Catalunya Central,1.624767068,41.577280692,POINT (1.624767068 41.577280692)
V43562874,CENTRO OPTICO TEIXIDÓ,V,Òptica,,"LAMURFI XXI, SLU",977773667,RV,RAVAL,JESUS,35,,,,,,,43201,43123,REUS,,08,BAIX CAMP,43,TARRAGONA,303,Reus - 1,6259,Baix Camp - Priorat,62,Camp de Tarragona,1.109934539,41.155099943,POINT (1.109934539 41.155099943)
V08531812,ÒPTICA ROIG,V,Òptica,,Miquel Griñó Borras,,RB,RAMBLA,SANT FRANCESC,15,,,,,BA,,08720,08305,VILAFRANCA DEL PENEDÈ,,03,ALT PENEDES,08,BARCELONA,268,Vilafranca del Penedès,7865,Alt Penedès - Garraf,78,Barcelona,1.698038126,41.345626854,POINT (1.698038126 41.345626854)
P25561824,BMD S.L. ORTOPÈDIA,P,Ortopèdia,,"BALLETBO MORENO DISTRIBUCIONES, SL",973353694,AV,AVINGUDA,PAU CLARIS,36,,,,,,,25700,25203,LA SEU D'URGELL,,04,ALT URGELL,25,LLEIDA,233,La Seu d'Urgell,7164,Alt Pirineu,71,Alt Pirineu i Aran,1.458760517,42.358842208,POINT (1.458760517 42.358842208)
F08000160,"PRAT MARTORI, ANNA",F,Farmàcia,,Anna Prat Martori,933870647,CR,CARRER,FRANCESC MACIA,94-96,,,,,,,08912,08015,BADALONA,,13,BARCELONES,08,BARCELONA,274,Badalona - 03,7867,Barcelonès Nord i Maresme,78,Barcelona,2.240791072,41.446340091,POINT (2.240791072 41.446340091)
F08000674,"BANÚS PARERA, FERRAN",F,Farmàcia,,Ferran Banús Parera,938700038,PL,PLAÇA,DE L'OLI,3,,,,,,,08401,08096,GRANOLLERS,,41,VALLES ORIENTAL,08,BARCELONA,286,Granollers - 3 Centre Est,7842,Vallès Oriental,78,Barcelona,2.287758079,41.60845219,POINT (2.287758079 41.60845219)
V08529041,ALAIN AFFLELOU OPTICO,V,Òptica,,AAO OPTICO SAU,,CR,CARRER,EXTREMADURA,18,17,,,,,,08227,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,248,Terrassa - B,7843,Vallès Occidental Oest,78,Barcelona,2.036137423,41.56603166,POINT (2.036137423 41.56603166)
F08024971,"CANALS PALAU, MARIA/SABORIT SANCLIMENT, ROBERT",F,Farmàcia,,Maria Canals Palau (50%) i Robert Saborit Sancliment (50%),938451617,AV,AVINGUDA,CATALUNYA,11-13,,,,,,,08459,08198,SANT ANTONI DE VILAMAJ,,41,VALLES ORIENTAL,08,BARCELONA,376,Alt Mogent,7842,Vallès Oriental,78,Barcelona,2.398881691,41.673357646,POINT (2.398881691 41.673357646)
F08012648,"SOLDEVILA SITJES, SANTIAGO",F,Farmàcia,,SANTIAGO SOLDEVILA SITJES,934291165,PS,PASSEIG,MARAGALL,310,,,,,,,08031,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,059,Barcelona - 08C,7854,Barcelona Nou Barris,78,Barcelona,2.169157261,41.427423945,POINT (2.169157261 41.427423945)
F08014074,"BALAGUE ZALACAIN, MONTSERRAT",F,Farmàcia,,Montserrat Balagué Zalacaín,933596408,PS,PASSEIG,VALLDAURA,184,,,,,,,08042,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,062,Barcelona - 08F,7854,Barcelona Nou Barris,78,Barcelona,2.169622489,41.438430924,POINT (2.169622489 41.438430924)
F08016755,"CAMPOS GARCIA, TERESA",F,Farmàcia,,Teresa Campos García,932802570,CR,CARRER,NUMANCIA,185,,,,,,,08034,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,040,Barcelona - 04B,7848,Barcelona Les Corts,78,Barcelona,2.131031828,41.390881549,POINT (2.131031828 41.390881549)
V08521613,CENTRE ÒPTIC MAYA,V,Òptica,,"BR Ganduxer 2010, SL",,CR,CARRER,ESGLESIA,72,,,,,,,08370,08035,CALELLA,,21,MARESME,08,BARCELONA,090,Calella,6462,Girona Sud,64,Girona,2.659916991,41.613952607,POINT (2.659916991 41.613952607)
A17719564,ÒPTICA UNIVERSITÀRIA,A,Audiopròtesi,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,CR,CARRER,GIRONA,15,,,,,,,17600,17066,FIGUERES,,02,ALT EMPORDA,17,GIRONA,119,Figueres,6461,Girona Nord,64,Girona,2.961434628,42.266848014,POINT (2.961434628 42.266848014)
V08714510,SECCIÓ ÒPTICA FARMÀCIA ALEXANDRE NEBOT VENTURA,V,Òptica,F08008232,Alexandre Nebot Salabert,935339984,CR,CARRER,AUSIAS MARCH,93,,,,,,,08013,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,028,Barcelona - 02H,7851,Barcelona Eixample,78,Barcelona,2.18035003,41.395026116,POINT (2.18035003 41.395026116)
F08002262,"DE VEGA RUBIO, RUBEN",F,Farmàcia,,Ruben de Vega Rubio,937835217,CR,CARRER,TOPETE,90,,,,,,,08221,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,247,Terrassa - A,7843,Vallès Occidental Oest,78,Barcelona,2.017160113,41.560222869,POINT (2.017160113 41.560222869)
F08010908,"DE DALMASES GENER, MARC",F,Farmàcia,,Marc de Dalmases Gener,932096325,CR,CARRER,LAFORJA,56,,,,,,,08006,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,042,Barcelona - 05A,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.14822356,41.398217141,POINT (2.14822356 41.398217141)
V25522600,ÒPTICA CERVERA,V,Òptica,,"GRUP OPTICA, SCP MARSAL",973531427,CR,CARRER,VICTORIA,7,,,,,,,25200,25072,CERVERA,,32,SEGARRA,25,LLEIDA,106,Cervera - la Segarra,6156,Lleida,61,Lleida,1.271886696,41.671722432,POINT (1.271886696 41.671722432)
V25717302,SARA ROCA,V,Òptica,,Sara Roca Buenadicha,609277450,AV,AVINGUDA,GENERALITAT,11,,,,,1r,1a,25230,25137,MOLLERUSSA,,27,PLA D´URGELL,25,LLEIDA,161,Pla d'Urgell,6156,Lleida,61,Lleida,0.896823638,41.631432586,POINT (0.896823638 41.631432586)
A08560299,GAES UNA MARCA DE AMPLIFON,A,Audiopròtesi,,"AMPLIFON IBERICA, SAU",,CR,CARRER,GRAN DE SANT ANDREU,224,,,,,,,08030,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,395,Barcelona - 09H,7855,Barcelona Sant Andreu,78,Barcelona,2.189550186,41.434204338,POINT (2.189550186 41.434204338)
V08511573,ZONA ÒPTICA,V,Òptica,,,,CR,CARRER,MARE DE DEU DEL PORT,252,,,,,,,08038,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,383,Barcelona - 03H,7849,Barcelona Sants - Montjuïc,78,Barcelona,2.139865044,41.361319331,POINT (2.139865044 41.361319331)
F17001396,"RODEJA ROCA, ADELA",F,Farmàcia,,"RODEJA ROCA, ADELA",972501641,CR,CARRER,VILALLONGA,19,,,,,,,17600,17066,FIGUERES,,02,ALT EMPORDA,17,GIRONA,119,Figueres,6461,Girona Nord,64,Girona,2.96847888,42.266399634,POINT (2.96847888 42.266399634)
V08559166,ÒPTICA VALLIRANA,V,Òptica,,"REYMAR OPTICS, S.L.",,CR,CARRER,MAJOR,276,,,,,,,08759,08295,VALLIRANA,,11,BAIX LLOBREGAT,08,BARCELONA,261,Vallirana,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,1.933390752,41.389073937,POINT (1.933390752 41.389073937)
F08008088,"TIMOHE TUMAC, ELENA LUCIANA",F,Farmàcia,,Elena Luciana Timohe Tumac,934308014,CR,CARRER,LORETO,48,,,,,,,08029,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,039,Barcelona - 04A,7848,Barcelona Les Corts,78,Barcelona,2.142677665,41.39151542,POINT (2.142677665 41.39151542)
V08549979,VISTAÒPTICA,V,Òptica,,"B2B OPTICAL, SL",,CR,CARRER,MOSSEN JAUME SOLER,6,,,,,BX,,08940,08073,CORNELLÀ DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,111,Cornellà de Llobregat - 4,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.075274356,41.360830509,POINT (2.075274356 41.360830509)
F43000508,"FERRUS MUNTANE, MARGARITA",F,Farmàcia,,"FERRUS MUNTANE, MARGARIDA",977342237,RV,RAVAL,JESUS,1,,,,,,,43201,43123,REUS,,08,BAIX CAMP,43,TARRAGONA,303,Reus - 1,6259,Baix Camp - Priorat,62,Camp de Tarragona,1.109669603,41.155019291,POINT (1.109669603 41.155019291)
F08019499,"COLLADO PALLARÉS, ESTHER",F,Farmàcia,,ESTHER COLLADO PALLARÉS,936401538,CR,CARRER,RIERA GASULLA,10,,,,,,,08830,08200,SANT BOI DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,202,Sant Boi de Llobregat - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.030688385,41.350417194,POINT (2.030688385 41.350417194)
F08003442,"RONDA SABATÉ, VICTOR",F,Farmàcia,,VICTOR RONDA SABATÉ,933173791,CR,CARRER,ROGER DE LLURIA,17,,,,,,,08010,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,028,Barcelona - 02H,7851,Barcelona Eixample,78,Barcelona,2.171751267,41.390789732,POINT (2.171751267 41.390789732)
V08562641,OP-ÒPTICA,V,Òptica,,"OPSAVE, S.L.",,CR,CARRER,BAILEN,188,,,,,,,08037,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,047,Barcelona - 06A,7852,Barcelona Gràcia,78,Barcelona,2.165079027,41.401237664,POINT (2.165079027 41.401237664)
V08529549,MULTIOPTICAS MOLLET,V,Òptica,,"Bal Ar Optical, SL",935932254,CR,CARRER,BERENGUER III,8,,,,,,,08100,08124,MOLLET DEL VALLÈS,,41,VALLES ORIENTAL,08,BARCELONA,348,Mollet del Vallès - 1 Est,7842,Vallès Oriental,78,Barcelona,2.211944196,41.537777521,POINT (2.211944196 41.537777521)
V08517046,ECONOPTIC,V,Òptica,,,,CR,CARRER,GUERRER,13,,,,,,,0,08184,RUBÍ,,40,VALLES OCCIDENTAL,08,BARCELONA,,,,,,,2.030892404,41.472453707,POINT (2.030892404 41.472453707)
V08503004,CENTRE ÒPTIC SANT QUIRZE,V,Òptica,,"GIRBAUS 2008, SL",,AV,AVINGUDA,PAU CASALS,60,,,,,,,08192,08238,SANT QUIRZE DEL VALLÈ,,40,VALLES OCCIDENTAL,08,BARCELONA,363,Sant Quirze del Vallès,7843,Vallès Occidental Oest,78,Barcelona,2.083381916,41.531955278,POINT (2.083381916 41.531955278)
F08023128,"SERRAMIA BRUXOLA, M CARMEN / GIBERT SERRAMIÀ, MÒNICA VICTÒRIA",F,Farmàcia,,M. Carmen Serramià Bruxola i Mònica Victòria Gibert Serramià,933795292,AV,AVINGUDA,VERGE DE MONTSERRAT,257-259,,,,,,,08820,08169,EL PRAT DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,184,El Prat de Llobregat - 3,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.086653125,41.323240589,POINT (2.086653125 41.323240589)
V08551953,"JOSA, ÓPTICA Y FOTOGRAFIA, S.A.",V,Òptica,,"JOSA, OPTICA Y FOTOGRAFIA, SA",,CR,CARRER,SANTS,132,,,,,,,08028,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,036,Barcelona - 03E,7849,Barcelona Sants - Montjuïc,78,Barcelona,2.134245546,41.375535577,POINT (2.134245546 41.375535577)
V08561888,NEIVAL VISIO,V,Òptica,,CORAL RUIZ VIEDMA,644461140,PL,PLAÇA,MALUQUER I SALVADOR,6,,,,,,,08401,08096,GRANOLLERS,,41,VALLES ORIENTAL,08,BARCELONA,286,Granollers - 3 Centre Est,7842,Vallès Oriental,78,Barcelona,2.28851443,41.608723854,POINT (2.28851443 41.608723854)
A08558839,ALAIN AFFLELOU OPTICO Y AUDIOLOGO,A,Audiopròtesi,,JOSÉ LUIS GÓMEZ ALVAREZ,639209282,AV,AVINGUDA,VERGE DE MONTSERRAT,120,,,,,,,08820,08169,EL PRAT DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,182,El Prat de Llobregat - 1,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.094326208,41.325564244,POINT (2.094326208 41.325564244)
A08559688,GENERAL ÒPTICA,A,Audiopròtesi,,"GENERAL OPTICA, SA",636265560,CR,CARRER,CREMAT,29,,,,,,,08221,08279,TERRASSA,,40,VALLES OCCIDENTAL,08,BARCELONA,247,Terrassa - A,7843,Vallès Occidental Oest,78,Barcelona,2.010195586,41.562909915,POINT (2.010195586 41.562909915)
V08530706,ÒPTICA UNIVERSITÀRIA,V,Òptica,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,AV,AVINGUDA,DIAGONAL,203,,,,,,,08018,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,071,Barcelona - 10A,7847,Barcelona Sant Martí,78,Barcelona,2.190444975,41.403938417,POINT (2.190444975 41.403938417)
V08548679,ÒPTICA DE LA RAMBLA,V,Òptica,,"ÒPTICA DE LA RAMBLA,SCP",938854722,RB,RAMBLA,DAVALLADES,5,,,,,,,08500,08298,VIC,,24,OSONA,08,BARCELONA,350,Vic - 1 Nord,6745,Osona,67,Catalunya Central,2.25298422,41.930621572,POINT (2.25298422 41.930621572)
F08013747,"FREIXAS VIDAL, MARGARIDA",F,Farmàcia,,Margarida Freixas Vidal,933141092,CR,CARRER,SANTANDER,2,,,,,,,08020,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,078,Barcelona - 10H,7847,Barcelona Sant Martí,78,Barcelona,2.196434614,41.422522715,POINT (2.196434614 41.422522715)
P08754456,ORTOPEDIA BERNAL,P,Ortopèdia,,Adolfo Bernal Massó,933760394,CR,CARRER,Mossèn Jaume Soler i Puigvert,28,,,,,,,08940,08073,CORNELLÀ DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,111,Cornellà de Llobregat - 4,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.076368015,41.361087174,POINT (2.076368015 41.361087174)
V08514221,MIRA'M ÒPTICS,V,Òptica,,"MIRA'M OPTICS, SLL",,RB,RAMBLA,VOLART,11,,,,,,,08041,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,326,Barcelona - 07G,7853,Barcelona Horta - Guinardó,78,Barcelona,2.179473921,41.415762991,POINT (2.179473921 41.415762991)
V08533538,VISTAOPTICA MASNOU,V,Òptica,,Joan Lòpez Planas,,AV,AVINGUDA,JOAN XXIII,110,,,,,,,08320,08118,EL MASNOU,,21,MARESME,08,BARCELONA,361,El Masnou - Alella,7867,Barcelonès Nord i Maresme,78,Barcelona,2.309932103,41.487188122,POINT (2.309932103 41.487188122)
F08025100,"DIAZ TORRES, YANIRA",F,Farmàcia,,YANIRA DÍAZ TORRES,937611049,AV,AVINGUDA,TARRAGONA,31,,,,,,,08380,08110,MALGRAT DE MAR,,21,MARESME,08,BARCELONA,143,Malgrat de Mar,6462,Girona Sud,64,Girona,2.734868682,41.644204076,POINT (2.734868682 41.644204076)
P43717750,FARMACIA LAURA LLUIS GISBERT,P,Ortopèdia,F43003241,"Lluís Gibert, Laura",977745545,CR,CARRER,SANT ISIDRE,187,,,,,,,43540,43136,SANT CARLES DE LA RÀP,,22,MONTSIA,43,TARRAGONA,206,La Ràpita - Alcanar,6360,Terres de l'Ebre,63,Terres de l'Ebre,0.585908605,40.612184547,POINT (0.585908605 40.612184547)
F17000466,"PALAU MALLOL, SUSANA",F,Farmàcia,,"PALAU MALLOL, SUSANA",972200997,PL,PLAÇA,DEL MARQUES DE CAMPS,7,,,,,,,17001,17079,GIRONA,,20,GIRONES,17,GIRONA,124,Girona - 1,6462,Girona Sud,64,Girona,2.818814387,41.98203444,POINT (2.818814387 41.98203444)
F08009162,"SOLER ROCHES, MARIA LORETO",F,Farmàcia,,Maria Loreto Soler Roches,937276670,CR,CARRER,BORRAS,8,,,,,,,08208,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,192,Sabadell - 2,7844,Vallès Occidental Est,78,Barcelona,2.10365566,41.551618502,POINT (2.10365566 41.551618502)
F08001621,"VINYES SANT, JOAN",F,Farmàcia,,Joan Vinyes Sant,937255710,CR,CARRER,Rambla,235,,,,,,,08202,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,190,Sabadell - 1A,7844,Vallès Occidental Est,78,Barcelona,2.112270551,41.540150079,POINT (2.112270551 41.540150079)
V08713530,ALAIN AFFLELOU,V,Òptica,,AAO OPTICO SAU,934860618,AV,AVINGUDA,DIAGONAL,588,,,B,,,52,08021,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,042,Barcelona - 05A,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.146641837,41.393519402,POINT (2.146641837 41.393519402)
F08002872,"ALARCON RUIZ,M/ALARCON RUIZ, A",F,Farmàcia,,Luisa Ma. Alarcón Ruiz i Andreu Alarcón Ruiz,933177491,CR,CARRER,BRUC,64,,,,,,,08009,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,027,Barcelona - 02G,7851,Barcelona Eixample,78,Barcelona,2.171222242,41.393179393,POINT (2.171222242 41.393179393)
F08004502,"GRAS TORRELLA, JOSEP MARIA",F,Farmàcia,,Josep M. Gras Torrella,934539482,CR,CARRER,COMTE D'URGELL,132,,,,,,,08011,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,025,Barcelona - 02E,7851,Barcelona Eixample,78,Barcelona,2.154984908,41.385042678,POINT (2.154984908 41.385042678)
F08012535,"CRESPO MOLINA, JUDITH",F,Farmàcia,,Judith Crespo Molina,934180051,AV,AVINGUDA,VALLCARCA,252,,,,,,,08023,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,050,Barcelona - 06D,7852,Barcelona Gràcia,78,Barcelona,2.140873841,41.419718578,POINT (2.140873841 41.419718578)
V08503734,ÒPTICA HISPANO,V,Òptica,,"Hispanòptica, SA",,AV,AVINGUDA,MARTI PUJOL,13-21,,,,,,,08912,08015,BADALONA,,13,BARCELONES,08,BARCELONA,273,Badalona - 02,7867,Barcelonès Nord i Maresme,78,Barcelona,2.248650588,41.446291172,POINT (2.248650588 41.446291172)
